,company,title,location,criteria,description
133,Azion,Data Analyst,"Porto Alegre, RS","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Tecnologia da informação e serviços SoftwareInternet","Já pensou em fazer parte de uma empresa de alta tecnologia que está construindo a próxima era da computação e buscando caminhos para acelerar seu crescimento exponencial?

Como nosso Data Analyst você será responsável por definir ferramentas, além de coletar, compilar, analisar e interpretar dados de forma pró-ativa que possibilitem melhorar a tomada de decisão estratégica, como melhorar a nossa produtividade e escalar vendas. Este desafio inclui estruturar uma ferramenta de BI para análise de dados, dashboards com KPIs e consolidação de resultados, inteligência de negócios e contratos, além do suporte às diferentes áreas de negócio da Azion.

Como membro do time de Corporate Development, sua atuação será conjunta com os times de Produtos, Vendas, Marketing, Operações e Serviços e será fundamental para que a empresa alcance seus resultados. Você tem um perfil empreendedor, pragmático e bastante analítico. Deve ser um estudioso de metodologias, data science, processos e melhoria contínua. Tem foco e força para fazer acontecer e trabalha de forma independente.

A Azion está focada em crescimento exponencial e sustentável, e você será parte importante do resultado, principalmente para nossa expansão global. Estamos em um mercado em grande crescimento e contamos com um portfólio de produtos com importantes diferenciais competitivos, além de dezenas de grandes cases de sucesso de líderes do mercado Financeiro, E-Commerce, Educação e Mídia. Nossos produtos têm fit para qualquer empresa com negócios digitais que deseja utilizar as mais avançadas tecnologias do mercado. Você está à altura deste desafio?

Qualificações Mínimas
Experiência plena ou sênior em implantação ou uso de ferramentas de Data Analysis (Google Data Studio, Power BI, entre outros);
Experiência plena ou sênior com estruturação e análise de dados;
Graduado na área de Engenharia de Produção, Ciência da Computação, Administração, Economia ou experiência equivalente;
Inglês avançado.

Qualificações Desejáveis
Certificação em data science/analysis/engineering;
Experiência em projetos de análise de dados em empresas de alto crescimento;
Inglês fluente.
A Azion oferece salário fixo, VT, VR, plano de saúde, plano odontológico and some cool stuff. Quer trabalhar, ensinar e aprender na Azion.

Powered by JazzHR"
134,Seleção Profissional,Analista De Desenvolvimento,"São Paulo, SP","Nível de experiência
Júnior
Tipo de trabalho
Tempo integral
Função
Desenvolvimento de negóciosVendas
Setores
Recrutamento e seleçãoRecursos humanosVarejo","Vaga de Analista De Desenvolvimento em São Paulo. A combinar. Período Integral. Efetivo – CLT Área e especialização profissional: Informática, TI, Telecomunicações - Programador / Desenvolvedor Nível hierárquico: Analista Local de trabalho: Campinas, SP Regime de contratação de tipo Efetivo – CLT Jornada Período Integral Requisitos: Superior Completo em Ciência da Computação, Engenharia da Computação; Desejável pós graduação em Sistemas Web's; Especialista, certificação nível 3 em linguagem C; Especialista em RM TOTVS Financeiro, Contábil e Fiscal; Desenvolvedor API's integrações e Visual Studio nivel 3. Desejável conhecimento, Financeiro, contábil e fiscal. Vivência em programas governamentais como FIES e PROUNI, financiamento estudantil de instituições privadas; Residir na região de Jaguariúna; Atribuições: Atuação Desenvolvedor Full Stack, com noções de banco de dados, modelagem, programação, estruturação de dados e implementação, interface, UX, corte. Tipo de contratação: Efetivo / CLT Quantidade: 1 Salário: a combinar Turno: Horário Administrativo Local: Jaguariúna Benefícios: Vale alimentação 189,00/mês, seguro de vida, bolsas de estudo (graduação ou pós), convênio médio e odontológico, fretado para Jaguariúna, estacionamento."
135,inGaia,Data Analyst,"Campinas, SP","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Tecnologia da informação e serviços SoftwareInternet","Somos a maior empresa de tecnologia com foco no setor imobiliário, com uma trajetória de crescimento de 54% ao ano nos últimos 7 anos, e estamos engajados em alcançar vôos mais ambiciosos.

Buscamos por um TALENTO para integrar nosso time de Produto como Data Analyst.

Aqui sua missão será extrair dados, transformá-los em informação, trazer insights e análises sobre o cenário e apresentá-los. Além disso, deverá construir dashboards para acompanhamento diário e relatórios periódicos, acompanhando o desempenho e ciclo de vida do produto, e auxiliando nas tomadas de decisão.

Se você é apaixonado por tecnologia, números e dados queremos te conhecer!

Responsabilidades e atribuições

Sua Missão

Extração: reunir informações relevantes dos usuários e suas ações dentro dos produtos inGaia. Cruzar com informações de origem de tráfego e ações de marketing. Dados estão nas plataformas internas, ferramentas de CRM, Google Analytics, banco de dados, Google Ads, Facebook Ads, Hotjar, entre outros.
Tratamento: limpeza dos dados, remoção de informações duplicadas, validação dos dados.
Transformar dados em informação: trazer insights e análises sobre o cenário levantado.
Visualização: desenvolvimento de dashboards para acompanhamento diário.
Monitoramento: garantir a continuação da qualidade dos dados extraídos, bem como
Relatórios: montar relatórios periódicos, apresentando informações, causa e sugestões.
KPIs: Acompanhar e auxiliar na definição de metas para os KPIs.
Métricas de Mercado: pesquisar e definir média de métricas de mercado, fazendo um comparativo com as nossas próprias.

Requisitos e qualificações

Nossa Expectativa

Raciocínio analítico e afinidade com números;
Formação completa em Ciência da Computação, Engenharia, Tecnologia da Informação, Administração, Marketing ou relacionados.
Conhecimentos avançados em Tableau, Power BI ou afins;
Conhecimento avançado em SQL (Extração de dados e consultas via Query);
Experiência em projetos de Business Intelligence;
Habilidades de comunicação e interação;
Domínio de Excel e PowerPoint;
Gerar insights e enxergar novas oportunidades de negócio.

Informações adicionais

Nós te oferecemos

Contrato CLT - 40h semanais;
Horário Flexível;
Vale Refeição;
Convênio Médico (100% custeado pela empresa);
Convênio Odontológico;
Seguro de Vida;
Gympass;
Auxílio Creche.

Aqui você...

Pode ser quem você é: piercing, tatoo, social ou despojado.... tudo é super bem vindo!
Trabalha, trabalha, trabalha, mas também se diverte - temos videogame, sinuca e aquele momento pra tomar um café e bater um papo.
Tem cultura de Startup - ambiente dinâmico, inovador, colaborativo e muito desafiador."
136,Vivo (Telefônica Brasil),Engenheiro de software,"São Paulo, SP","Nível de experiência
Pleno-sênior
Tipo de trabalho
Tempo integral
Função
EngenhariaTecnologia da informação
Setores
Telecomunicações","Responsabilidades e atribuições: 
O profissional realizará atividades ligadas ao desenvolvimento de chat bots como analisar intenções e acurácia;
Desenvolver fluxos de Diálogo para Desambiguação ou complementar experiência obtida em um Assistente Virtual;
Entender os requisitos dos projetos e traduzir em escopo técnico, visando construção de Assistentes Virtuais ou Modelos;
Além de liderar squad(s) e atuar como desenvolvedor e/ou líder ao longo de todo o processo de engenharia de SW (de quebra de Stories, criação de testes automatizados, até implementação de pipeline CI/CD).

Requisitos e qualificações: 
Ensino superior completo em engenharia da computação ou outras, Ciência da Computação ou cursos relacionados;
Inglês fluente;
Full stack software engineering – conhecimento de todo o ciclo de engenharia de SW, incluindo conversão de requisitos/cenário de usuários para Casos de Uso técnicas;
Experiência em Test Driven Development e/ou orientação a teste em todo o ciclo de desenvolvimento;
Conhecimento avançado em Object Orientation (e princípios SOLID);
Conhecimento avançado em Metodologias / Práticas Ágeis;
Conhecimento avançado em pelo menos 2 linguagens de programação: Node.js, Python, Java, Go, etc;
Conhecimento avançado de Linux (básico em administração);
Conhecimento avançado em Git como Source Control Management (SCM);
Conhecimento avançado em conceitos de DevOps (CI/CD, padrões e processos), tecnologias relacionadas e scripting (e.g., Shell/Bash script, Chef, Ansible, Docker, Kubernetes, etc);
Conhecimento avançado em Cloud Computing, seus conceitos, tecnologias e uso de serviços cloud em Microsoft Azure, AWS e/ou Google Cloud;
Experiência básica em tecnologias e bibliotecas ligadas a Inteligência Articificial, incluindo Machine Learning e modelagem;
Conhecimento avançado em sistemas de bancos de dados (Database) SQL e NoSQL (CouchDB, MongoDB, etc), diferenciando entre eles (teorema CAP, quando usar, trade-off analysis, etc);
Conhecimento avançado em arquitetura baseada em Micro Serviços e desenvolvimento de sistemas em Cloud;
Conhecimento básico em Analytics e tecnologias Big Data (base Hortonworks, com soluções usando Spark, HBase, Kafka, Hive, etc).

Informações adicionais: 
O que oferecemos para você?
- Ser você quer usar um dress code que respeita sua individualidade;
- Usufruir de um horário flexível, trabalho remoto e day off;
- Programa voluntário e férias solidárias para você transformar o mundo;
- Participar do programa de participação de resultados;
- Escolher seus benefícios numa plataforma digital, com opções que vão de academia, VR e VA, - Ass Médica e Odontológica até Seguro de vida.;
- Se você é mãe ou pai, pode receber ajuda extra para as despesas com a escola, creche ou babá dos filhos;
- Ter um plano com dados ilimitado e ganhar um aparelho celular moderno;
- Usar as ofertas Vivo, com desconto especial em linha fixa, banda larga e TV;
- Além dos cursos online, o nosso Programa de Desenvolvimento Educacional oferece parcerias em instituições de ensino gerando desconto aos colaboradores
- Tem mais, mas você tem que se candidatar para saber ...

*De acordo com a política de elegibilidade determinada pela empresa.
 Se você possui os requisitos acima, é movido por resultados, positivo (a), organizado (a), tem, flexibilidade e dinamismo, não deixe de se inscrever!
#VEMPRAVIVO"
137,Elevus,Engenheiro de Performance | Cientista de Dados - VAGA ENCERRADA!,"Fortaleza, CE","Nível de experiência
Júnior
Tipo de trabalho
Tempo integral
Função
PesquisaAnalistaTecnologia da informação
Setores
Tecnologia da informação e serviços Recrutamento e seleçãoRecursos humanos","Descrição Da Função
Liderar o desenvolvimento de ferramentas de análise de dados retirados de turbinas eólicas através de sistemas SCADA;
Design, implantação e gestão de pipelines de dados escaláveis;
Automação de indicadores chave de performance (KPI) e detecção de anomalias;
Implementação de relatórios automatizados usando PowerBI;
Análise de causas de baixo desempenho usando análise exploratória de dados;
Criar ferramentas de Interface de Programação de Aplicativos – API;
Elaborar e automatizar painéis com dados analíticos visando subsidiar a equipe de operações com informações e dados sobre a produção de energia, disponibilidade, tempo e outros.
Perfil Do Candidato
Bacharel em Ciência da Computação, Tecnologia da Informação, Sistemas de Informação, ou em áreas afins, como Matemática, Estatística;
Conhecimento em Estatística Aplicada e Matemática;
Conhecimento em Programação R (data.table, dplyr, DBI, ODBC, shiny, Rmarkdown, ggplot2, plotly, IRanges), Python (pandas, numpy, scikit-learn, matplotlib, jupyter notebooks), Java, C/C++ e Scripting languages for Linux;
Conhecimento em MS SQL Server, MySQL, PostgreSQL, Oracle e Linux;
Experiência com Big Data (Hadoop, Spark, Kafka, HBase and others), PowerBI e WTG SCADA systems;
Fluência em inglês.
Local De Trabalho

Fortaleza, Ceará

Interessados deverão encaminhar currículo para o e-mail click apply constando no campo assunto o nome da vaga.

Elevus Fortaleza
Av. Desembargador Moreira, 2120, Sala 1402
Fone: +55 85 3045 1555 | www.elevus.com.br"
138,Caderno Nacional,Data Science / Analytics,"São Paulo, SP","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
EngenhariaTecnologia da informação
Setores
HardwareRedesSegurança de redes e computadores","Data Science / Analytics - Trabalhar com equipes locais de produto, marketing, comercial e ciência de dados e análise. Coletar e processar dados relevantes de bancos de dados internos usando python, sql. Criar relatórios utilizando excel ou do ferramentas do google. Participar de reuniões com partes interessadas internas e externas para entender os requisitos e coletar feedback. Interagir com a equipe de ciência e análise de dados dos eua. Interagir com a equipe de experiência do cliente para obter feedback. Torne se um especialista em ferramenta interna para acessar e analisar nossos dados. Executar análise básica de dados requisitos. Bacharel em ciência da computação, sistemas de informação ou outro campo relacionado. Já ter executado programação python ou ter contribuído para um projeto em python por no mínimo 1 ano. Excel intermediário ou planilhas do google. Inglês intermediário."
139,Renata Alves - Consultoria em,Cientista de Dados Senior Sênior,"Belo Horizonte, MG","Nível de experiência
Júnior
Tipo de trabalho
Tempo integral
Função
Outro
Setores
Tecnologia da informação e serviços SoftwareInternet","Prestador de Serviços (PJ) Período Integral

Descrição e Responsabilidades

Coordenação de equipe de desenvolvimento, revisão de código e disseminação de boas práticas de programação (estilo, XP, unit tests, integração contínua, etc.).

Colaborar com clientes no Brasil e no exterior para tratar de projetos de análise de dados.
Apoio à equipe de pesquisa na busca, consolidação e tratamento de dados.
Posicionar-se como especialista interno em desenvolvimento de modelos de análise de dados e novas tecnologias emergentes.
Criar ferramentas e visualizações que elucidem decisões de investimento.
Desenvolver APIs e micro-serviços fáceis de usar e bem documentados.
Desenvolver visão e plano de ação para novos produtos e serviços.
Requisitos

Superior completo em Ciência da Computação, Matemática Computacional, Sistemas de Informação, Engenharia de Software, Engenharia da Computação, ou afins.
3 anos de experiência como Cientista de Dados.
Inglês fluente (falado e escrito).
Proficiência em Python aplicado à ciência de dados .
Proficiência em frameworks de análise de dados, notadamente pandas e numpy.
Conhecimento de bases de dados e metodologias analíticas do setor.
Familiaridade com bancos de dados relacionais, não relacionais, e ETLs.
Experiência com testes unitários, desenvolvimento e documentação de RESTful APIs.
DevOps, Integração Contínua, plataformas cloud (especialmente AWS).
Experiência com ferramental de visualização de dados (ex. ggplot, altair, matplotlib, D3, etc.)
Conhecimento de mineração de dados e web intelligence.

Desejável
Mestrado/doutorado ou experiência profissional comparável.
Desenvolvimento de modelos utilizando técnicas de IA.
Ferramental de big data, tais como Spark e Hadoop.
Conhecimento de processamento de linguagem natural e deep learning.
Excel avançado (ex. PROCV, tabela dinâmica, macros/VBA).
Experiência com desenvolvimento web e javascript.
Ferramentas de BI (Tableau, Power BI, etc.).
Experiência com frameworks de machine learning, tais como scikit-learn, PyTorch, TensorFlow e scipy.

Salário: à combinar

Responsável: Renata

Exigências

Ensino Superior"
140,Rede Globo,Especialista Salesforce | SP,"São Paulo, SP","Nível de experiência
Pleno-sênior
Tipo de trabalho
Tempo integral
Função
AnalistaTecnologia da informação
Setores
Mídia de difusão","Descrição das atividades que serão desempenhadas:
·        Atuar como um team-leader, comprometendo-se com os objetivos do time e trabalhando em harmonia com todos;
·        Liderar tecnicamente equipes de desenvolvimento utilizando Salesforce;
·        Direcionar a evolução da tecnologia e garantir o uso das melhores práticas para o desenvolvimento de software.
·        Fazer a conexão com outros capítulos/squads para alinhar dependências;
·        Garantir a boa comunicação entre a equipe e o cliente, afim de ter entregas ágeis, efetivas e eficientes para o negócio;

Conhecimentos específicos necessários:
·        Ter experiência com desenvolvimento para Salesforce (apex), service e community cloud;
·        Ter sólidos conhecimentos e habilidades em algoritmos e estruturas de dados;
·        Ter domínio de engenharia de software, princípios, boas práticas e padrões de arquitetura;
·        Ter experiência com a construção de serviços e micro-serviços (REST, SOAP, Xml, Json);
·        Ter experiência com métodos ágeis e práticas de engenharia ágil.

Conhecimentos complementares desejáveis:
·        Experiência com aplicações web.
·        Experiência com testes em javascript.
·        Formação em ciência da computação ou similar.
·        Forte portfólio de código aberto (github, bitbucket, etc.)
·        Ter bons conhecimento de redes e segurança da informação, principalmente https, proxys, gateways.
·        Gostar de programar em todos os níveis do stack tecnológico."
141,PicPay,Team Leader - Inteligência Artificial,São Paulo e Região,"Nível de experiência
Pleno-sênior
Tipo de trabalho
Tempo integral
Função
Outro
Setores
Serviços financeiros","O PicPay é uma plataforma de pagamento criada para quebrar barreiras e eliminar burocracias. Nós existimos para melhorar a vida das pessoas e só conseguimos fazer isso porque temos pessoas fantásticas aqui dentro.

O que você vai fazer por aqui? Buscamos pessoas que sejam apaixonadas por construir aplicações distribuídas e de alta performance, escaláveis para milhões de novos usuários em todo o mundo e que suportem a melhor experiência de pagamentos.
Responsabilidades e atribuições: 
Gerenciamento de times de 10 a 15 cientistas de dados;
Desenvolvimento de projetos de machine learning com foco nos negócios;
Suporte a tomada de decisão;
Ponto de contato de Business Partners, Heads e C-Level;
Priorização de demandas de todo o time;
Identificação de oportunidade de grandes projetos;
Requisitos e qualificações: 

É importante que você tenha experiência com:
Gestão de Projetos de Machine Learning 
Storytelling | Entendimento do processo de um entregável de ciência de dados
Capacidade de tradução de linguagem técnica para negócios
Python / Bancos Relacionais e não-relacionais / otimização linear
Conhecimentos em Spark | Trabalhar com grande volume de dados sempre pode ser mais rápido;

E será um diferencial se:
Seu nível de inglês for intermediário ou avançado;
Experiência com uso de ferramentas AutoML como H2O, Datarobot, Daitaku e afins. 

O que temos de legal por aqui?

Assistências médica (você e +1 dependente ficam por nossa conta!);
Assistência odontológica;
Seguro de vida;
Vale Transporte e/ou Auxílio combustível;
Vale Refeição e/ou Vale Alimentação;
Vale Cultura;
PPR - Participação nos Resultados do PicPay;
PicPay Acolhe - Programa que cuida da gente e dos nossos familiares, oferecendo apoio jurídico, social, psicológico e financeiro;
Frutas, snacks, chás e café à vontade no escritório o dia todo (é sério, o dia todo mesmo!);
Horário flexível e possibilidade de home office;
No dress code."
142,Goowit,FEBRACIS COACHING | Analista de Ciência de Dado,"Fortaleza, CE","Nível de experiência
Pleno-sênior
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Tecnologia da informação e serviços","Description

Esta é uma vaga de um cliente do Goowit, candidate-se para ter acesso as informações completas sobre a empresa.

O Analista de Ciência de Dados desenvolverá soluções de Mineração de Dados, Machine Learning e Business Intelligence para fornecer aos setores estratégicos, táticos e operacionais da empresa insights e dados gerenciais para permitir melhores decisões em processos relevantes do negócios.

O candidato selecionado terá as habilidades analíticas, estatísticas e de programação necessárias para coletar, analisar e interpretar grandes conjuntos de dados.

Também deve ter experiência usando uma variedade de métodos e algoritmos de mineração e análise de dados, construindo e implementando algoritmos e criando simulações.

Principais Responsabilidades

Interagir com outros membros da equipe de sistemas e analistas de negócios para construção de soluções de business intelligence, machine learning e data mining

Coletar, higienizar, armazenar e consumir dados das bases dos sistemas informatizados da empresa e de bases externas.

Avaliar a qualidade, consistência e precisão de novas fontes de dados e técnicas de coleta de dados.

Desenvolver modelos e algoritmos clusterização, classificação, análise preditiva, associação de dados personalizados e outros, para aplicar aos conjuntos de dados de negócio.

Interagir com diferentes equipes funcionais para implementar modelos e monitorar resultados.

Qualificações e Formação

Graduação em Ciência da Computação, Sistemas de Informação, Engenharia, Estatística, matemática ou áreas técnicas similares.

Desejável

Mestrado em andamento.

Experiência De Trabalho Com

Conceitos e aplicações de Machine Learning – ML (Aprendizado de Máquina) tais como modelos probabilísticos, aprendizado supervisionado e não supervisionado, redes neurais, clusterização, árvores de decisão.

Projeto, análise e desenvolvimento de scripts e programas estatísticos para manipular dados e obter percepções a partir de grandes volumes de dados, preferencialmente nas linguagens Python ou R.

Projeto, análise e desenvolvimento de scripts SQL e bancos de dados relacionais.

Conhecimentos Desejáveis

Software Weka e integrações

Linguagens de Programação: Python, R and .Net.

Familiaridade com bibliotecas Python para Data Science (Ciência de Dados): Numpy, Pandas, Scikit-learn, Keras, CNTK e TensorFlow.

Plataformas Business Intelligence (BI): Power BI e Qlik Sense.

Banco de dados SQL Server.

Ferramentas de Machine Learning AlterYX e Rulex.

Algoritmos e modelos: J48, regressão logística, Hidden Markov, Apriori, Support Vector, algoritmos de redução, agrupadores, classificação, árvores de decisão e clusterização.

HABILIDADES

Inteligência de Negócios, Power BI, Análise de Software, Análise de Projeto"
143,Qualihouse Automação,Analista de BI,"Recife, PE","Nível de experiência
Júnior
Tipo de trabalho
Tempo integral
Função
Desenvolvimento de negóciosVendas
Setores
Tecnologia da informação e serviços SoftwareRecrutamento e seleção","Irá atuar como analista de BI, inteligência de Mercado.

Beneficios

A Combinar;

Formação Acadêmica

Graduando ou Graduado em Ciência da Computação, Sistemas de Informação, Design ou áreas afins. Banco de dados avançado, Java, Javascript, Pentaho, Olap e Linux avançado.

Experiência

Pentaho e Dashboard.

Salário

De R$ 4.501,00 a R$ 5.000,00

Cargo

Analista de BI (Inteligência de Mercado)

Empresa

Qualihouse

Instalação e manutenção elétrica.

Ramo

Informática/ Tecnologia

O Vagas Patrocinadas é um serviço oferecido pelo Empregos.com.br as empresas que necessitam de maior urgência, abrangência ou volume de candidatos ao seu processo seletivo. A empresa patrocina uma determinada vaga e ela é divulgada para todos os usuários gratuitamente, independentemente de ser assinante ou não do Empregos.com.br."
144,Goowit,SENIOR ES | Analista Desenvolvimento,"Vila Velha, ES","Nível de experiência
Pleno-sênior
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Tecnologia da informação e serviços","Description

Esta é uma vaga de um cliente do Goowit, candidate-se para ter acesso as informações completas sobre a empresa.

Formação

Ensino Superior completo na área de Tecnologia da Informação (Ciência da Computação ou cursos afins) ou com Especialização na área de Informática.

Atividades
Proceder a codificação, compilação e testes dos programas de computador, estudando os objetivos propostos, analisando as características dos dados de entrada e o processamento necessário para obtenção dos dados de saída desejados;
Atender aos usuários, esclarecendo dúvidas e solucionando problemas relativos às demandas em andamento;
Participar ativamente de programa de melhoria de qualidade, atendimento a usuários internos e externos;
Aperfeiçoar conhecimentos técnicos, através de pesquisas, estudo de manuais e participação em cursos, visando a otimização da utilização dos recursos disponíveis na empresa;
Gerar documentação, conforme processos definidos pela área;
Desenvolver códigos bem estruturados utilizando boas práticas de programação.
Requisitos Imprescindíveis
Experiência em desenvolvimento de software em Linguagem Senior de Programação (LSP);
Proficiência em SQL e DB relacionais;
Ser apaixonado por desenvolvimento de software e tecnologia;
Conhecimento em análise de requisitos de negócio, processos, dados e integração de sistemas;
Experiência com desenvolvimento e/ou projeção de Web Services nos padrões SOAP e REST.
Requisitos Desejáveis
Conhecimento em Javascript.
HABILIDADES

Delphi"
145,Institution Centro Universitario Ritter dos Reis (UniRitter),Cadastro Reserva: Ciência de Dados,"Rio Grande, RS","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
Administração
Setores
Gestão educacionalRecrutamento e seleçãoRecursos humanos","Cadastro Reserva para Professor do Curso de Ciência de Dados

Requisitos Necessários

Desejável experiência como docente em educação superior;
Graduação completa em Ciência de Dados;
Titulação mínima: especialização completa."
146,Fanatee,Marketing Performance Analyst,"São Paulo, Brasil","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
OutroMarketing
Setores
Jogos de computador","Na Fanatee, a área de marketing é um dos principais motores de crescimento dos jogos. Seu trabalho será analisar e garantir a eficiência das campanhas de aquisição de usuários de nossos jogos. Suas responsabilidades abrangerão tanto a tomada de decisão em relação ao budget de marketing, quanto a alocação do investimento em compra de mídia a nível global para que as campanhas de nossos jogos tenham o menor custo possível com o maior retorno. Além disso, você será responsável por fornecer uma análise qualitativa detalhada das performances de campanhas e canais de divulgação, que incluem Facebook Ads, Google AdWords, etc.
Esperamos que você possa contribuir com a constante evolução em performance e qualidade dos relatórios da área, portanto ter habilidade de analisar e criticar métricas, além de trabalhar com análise de dados em grande escala, são fundamentais. 
Sobre a vaga
Como Mobile Marketing Analyst, estas serão suas principais atividades:
Acompanhamento da performance das campanhas de aquisição de usuários;
Análise qualitativa e acompanhamento dos KPIs de marketing;
Elaboração e manutenção de diversas planilhas de controle;
Interlocução com parceiros de compra de mídia;
Análises setoriais e benchmarking de estratégias de compra de mídia.
Comunicação e elaboração de briefings para times internos e terceirizados de arte para produção de conteúdo para as campanhas.
  Requisitos
Formação em administração de empresas, economia, engenharia, ciência da computação, matemática ou áreas relacionadas;
Sólido conhecimento de Excel;
Forte capacidade analítica e bons conhecimentos em matemática;
Capacidade de trabalhar com alta autonomia, sempre avaliando o custo de oportunidade dos esforços de otimização;
Inglês avançado/fluente (será testado).
 Desejável
Interesse em jogos mobile;
Experiência com marketing de performance;
Experiência com programação em VBA.
 O que oferecemos 
Remuneração competitiva.
VR + VT.
Assistência Médica e Odontológica.
PLR.
Ambiente (e Dress Code) descontraído.
Uma sala para necessários momentos de descanso, cheia de snacks, frutas e bebidas.
 Sobre a Fanatee
Somos uma startup fundada em 2013 e, desde então, nos dedicamos para que as pessoas possam jogar games a qualquer hora e em qualquer lugar. Somos perfeccionistas, guiados por dados e nosso talento consiste em transformar ideias em business: não à toa temos títulos de sucesso em nossa história, incluindo os aplicativos Stop e CodyCross, que juntos contam com mais de 130 milhões de downloads feitos ao redor do mundo. 
O mundo digital nos permitiu realizar nosso sonho: passar o dia todo em volta de pessoas talentosas, criando produtos que levam diversão e conteúdo à muitas pessoas ao redor do mundo!
Se identificou com a nossa cultura e objetivo? Então se candidate e venha fazer parte do time Fanatee!"
147,Kunumi,Programa de Estágio 2020,"São Paulo, SP","Nível de experiência
Não aplicável
Tipo de trabalho
Meio período
Função
EducaçãoTreinamento
Setores
Tecnologia da informação e serviços SoftwareInternet","Venha nos ajudar a repensar o presente para reimaginar o futuro.

Sobre você

Procuramos pessoas com pensamento crítico, altamente motivadas e não convencionais, autônomas, inquietas, destemidas, resilientes e compassivas para se juntar à nossa missão.

Venha conosco

Se você gosta de desafios e está sempre em busca de conhecimento, envie seu currículo para o e-mail programadeestagio@kunumi.com colocando no assunto o nome da vaga de interesse, fique a vontade para inserir no corpo do e-mail qualquer outra informação relevante. Queremos conhecê-lo e ouvir suas histórias, paixões e como seus valores se alinham à nossa missão.

Sobre o processo

Depois de enviar sua inscrição, você receberá um e-mail de confirmação. Responderemos pessoalmente aos candidatos que melhor corresponderem às qualificações para as vagas em aberto.

Acreditamos que a diversidade promove a criatividade e acelera resultados positivos, portanto, consideramos todos os candidatos qualificados para se juntar a nós sem qualquer tipo de discriminação.

Vagas disponíveis

Tecnologia Atuar sob supervisão nos campos de ciência de dados, engenharia de machine learning e/ou engenharia de software.

Pessoas Atuar sob supervisão nos campos de atração e seleção, administração de pessoal, integração capacitação e desenvolvimento.

AI Transformation Atuar sob supervisão dos times de negócio, apoiando o desenvolvimento das ofertas aos clientes, preparação/gestão de execução dos projetos e gestão do conhecimento gerado nessas etapas.

Pesquisa Atuar sob supervisão nos campos de projetos e pesquisa.

Requirements

Estar cursando qualquer curso superior a partir do 5º período

Morar nas cidades Belo Horizonte, Porto Alegre, Rio de Janeiro ou São Paulo.

Benefits

Bolsa auxílio

Plano de saúde

Plano odontológico

Vale transporte

Vale refeição / vale alimentação

Além disso a Kunumi tem outras parcerias para contribuir com a qualidade de vida e desenvolvimento das pessoas que se engajam com a gente para cumprir o nosso propósito."
